KSAT
Software Version	1.3.22
Firmware Version	1.4
Last setting of the zero point	1/1/0001
Serial Number	0075

File name	KFH2-03-18-15_002

MEASUREMENT
Mode	FallingHead
Sample rate [s]	Auto
Crown type	FilterPlateCrown
Use Synthetic Data	True

PARAMETERS
OPERATION PARAMETERS
H_end_abs [cm]	0.5	Hydraulic head difference at stop of measurement
H_end_rel [-]	0.25	Relative hydraulic head (with respect to initial pressure head) to stop measurement	
dH_min [cm]	0.1	Minimum hydraulic head difference for two successive readings	
dH_ini [cm]	1	Required hydraulic head increase between two readings to trigger automatic start of measurement campaign	
GEOMETRY PARAMETERS
A_bur1 [cm²]	4.59	Standard burette cross-sectional area
A_bur2 [cm²]	0.089	Burette extension internal cross-sectional area
A_sample  [cm²]	41.85	Sample cross-sectional area	
L_bur [cm]	22.5	Standard burette length	
L_sample [cm]	5	Height of soil sample	
L_plate_Bottom [cm]	0.8	Bottom porous plate height	
L_plate_Top [cm]	0.3	Upper porous plate height	
EVALUATION PARAMETERS
T_ref [°C]	12	Reference temperature for K calculations
K_plate [cm/d]	14000	Porous plate conductivity	
Use Auto-Offset	True	Use auto offset correction for measured hydraulic head
Max Auto-Offset [cm]	1	Max. value for auto offset correction
Trigger Auto-Offset [cm]	1	Hydraulic head change after auto offset correction becomes active
Start of measurement	4/12/2016 9:29:20 PM
Test duration	00:19:15

RESULT
Use auto offset adjustment	True
Max offset adjustment [cm]	1
Fitting Parameter a [cm]	5.06
Fitting Parameter b [s-1]	-1.34E-03
Fitting Parameter c [cm]	-.1
Fitting Parameter r2 [-]	0.9999
Ks Total [cm/d]	78
Ks Total [m/s]	9.03E-06
Ks Soil [cm/d]	64
Ks Soil [m/s]	7.41E-06
Ks Soil normalized at 12.0 °C [cm/d]	49
Ks Soil normalized at 12.0 °C [m/s]	5.75E-06

DATA
Date/Time	Runtime [s]	Pressure Head [cm]	Fitting [cm]	Temperature [°C]
4/12/2016 9:29:20 PM	813	-2.82	-0.079	-99999.000	21.770
4/12/2016 9:29:23 PM	637	0.00	5.264	5.264	21.770
4/12/2016 9:29:57 PM	832	34.19	5.158	5.037	21.770
4/12/2016 9:30:14 PM	56	50.42	5.052	4.932	21.770
4/12/2016 9:30:29 PM	827	66.19	4.946	4.833	21.760
4/12/2016 9:30:46 PM	660	83.02	4.841	4.730	21.760
4/12/2016 9:31:03 PM	414	99.78	4.738	4.629	21.760
4/12/2016 9:31:20 PM	13	116.38	4.634	4.531	21.760
4/12/2016 9:31:37 PM	719	134.08	4.533	4.429	21.760
4/12/2016 9:31:55 PM	518	151.88	4.427	4.329	21.750
4/12/2016 9:32:14 PM	176	170.54	4.321	4.227	21.750
4/12/2016 9:32:30 PM	197	186.56	4.219	4.142	21.750
4/12/2016 9:32:49 PM	495	205.86	4.118	4.041	21.750
4/12/2016 9:33:08 PM	745	225.11	4.012	3.943	21.750
4/12/2016 9:33:28 PM	807	245.17	3.911	3.843	21.740
4/12/2016 9:33:49 PM	679	266.04	3.806	3.742	21.740
4/12/2016 9:34:11 PM	535	287.90	3.702	3.640	21.740
4/12/2016 9:34:33 PM	656	310.02	3.600	3.539	21.740
4/12/2016 9:34:56 PM	416	332.78	3.496	3.439	21.730
4/12/2016 9:35:19 PM	192	355.55	3.394	3.341	21.730
4/12/2016 9:35:43 PM	903	380.27	3.291	3.239	21.730
4/12/2016 9:36:08 PM	348	404.71	3.190	3.140	21.720
4/12/2016 9:36:33 PM	854	430.22	3.090	3.041	21.720
4/12/2016 9:37:00 PM	577	456.94	2.988	2.941	21.720
4/12/2016 9:37:28 PM	595	484.96	2.885	2.840	21.720
4/12/2016 9:37:57 PM	408	513.77	2.783	2.740	21.710
4/12/2016 9:38:27 PM	937	544.30	2.682	2.638	21.710
4/12/2016 9:38:59 PM	434	575.80	2.579	2.537	21.700
4/12/2016 9:39:31 PM	913	608.28	2.476	2.437	21.700
4/12/2016 9:40:06 PM	248	642.61	2.375	2.336	21.700
4/12/2016 9:40:42 PM	425	678.79	2.274	2.235	21.700
4/12/2016 9:41:19 PM	912	716.27	2.173	2.135	21.690
4/12/2016 9:41:59 PM	224	755.59	2.071	2.035	21.690
4/12/2016 9:42:41 PM	157	797.52	1.970	1.935	21.680
4/12/2016 9:43:24 PM	135	840.50	1.869	1.837	21.690
4/12/2016 9:44:10 PM	358	886.72	1.767	1.739	21.670
4/12/2016 9:44:58 PM	453	934.82	1.666	1.643	21.670
4/12/2016 9:45:48 PM	529	984.89	1.566	1.549	21.660
4/12/2016 9:46:41 PM	54	1037.42	1.466	1.457	21.650
4/12/2016 9:47:37 PM	588	1093.95	1.365	1.365	21.650
4/12/2016 9:48:36 PM	525	1152.89	1.264	-99999.000	21.640

