Sample.ID,Size_cm,Structure,Texture,Plant.Influence,Time.day,Cum.inf.cm,TMX_PPB,Event,V.Vo,Vo,Leach.Vol.mL,Co.PPB,cum.inf.mL,dt,Inf.mL
KF-60 cm-LS-Ctr-5,60,S,Clay,No Plant,31,9.9,0,11,0.107411765,6800,0.6,290,3300,1,300
KF-60 cm-LS-Exp-2,60,S,Clay,Plant,31,9.9,0,11,0.052308824,6800,0.4,290,3300,1,300
KF-60 cm-LS-Exp-3,60,S,Clay,Plant,31,9.9,0,11,0.075088235,6800,0.6,290,3300,1,300
KF-60 cm-LS-Exp-4,60,S,Clay,Plant,31,9.9,0,11,0.041779412,6800,0.3,290,3300,1,300
KF-60 cm-LS-Exp-5,60,S,Clay,Plant,31,9.9,0,11,0.061794118,6800,0.3,290,3300,1,300
KF-20 cm-LS-Ctr-1,20,S,Clay,No Plant,31,9.9,0.046782441,11,0.320965517,2900,23.5,290,3300,1,300
KF-20 cm-LS-Ctr-2,20,S,Clay,No Plant,31,9.9,0.016662322,11,0.24162069,2900,8,290,3300,1,300
KF-20 cm-LS-Ctr-3,20,S,Clay,No Plant,31,9.9,0.02109411,11,0.393206897,2900,32.5,290,3300,1,300
KF-20 cm-LS-Ctr-4,20,S,Clay,No Plant,31,9.9,0,11,0.061275862,2900,0.7,290,3300,1,300
KF-20 cm-LS-Ctr-5,20,S,Clay,No Plant,31,9.9,0.194497363,11,0.299965517,2900,1.3,290,3300,1,300
KF-20 cm-LS-Exp-1,20,S,Clay,Plant,31,9.9,0,11,0.115689655,2900,0.8,290,3300,1,300
KF-20 cm-LS-Exp-2,20,S,Clay,Plant,31,9.9,0,11,0.08537931,2900,0.4,290,3300,1,300
KF-20 cm-LS-Exp-3,20,S,Clay,Plant,31,9.9,0,11,0.156862069,2900,0.5,290,3300,1,300
KF-20 cm-LS-Exp-4,20,S,Clay,Plant,31,9.9,0.424910261,11,0.324482759,2900,0.9,290,3300,1,300
KF-20 cm-LS-Exp-5,20,S,Clay,Plant,31,9.9,1.82844366,11,0.23037931,2900,1,290,3300,1,300
NK-60 cm-LS-Ctr-2,60,NA,Sand,No Plant,31,9.9,0.033687609,11,0.000640625,6400,0.4,290,3300,1,300
NK-60 cm-LS-Ctr-3,60,NA,Sand,No Plant,31,9.9,0,11,0.000078125,6400,0.3,290,3300,1,300
NK-60 cm-LS-Ctr-4,60,NA,Sand,No Plant,31,9.9,0,11,0.001453125,6400,0.5,290,3300,1,300
NK-60 cm-LS-Ctr-5,60,NA,Sand,No Plant,31,9.9,0,11,0.088515625,6400,1,290,3300,1,300
NK-60 cm-LS-Exp-2,60,NA,Sand,Plant,31,9.9,0,11,0.018109375,6400,0.4,290,3300,1,300
NK-60 cm-LS-Exp-3,60,NA,Sand,Plant,31,9.9,0,11,0.102046875,6400,0.5,290,3300,1,300
NK-60 cm-LS-Exp-4,60,NA,Sand,Plant,31,9.9,0,11,0.02771875,6400,0.4,290,3300,1,300
NK-60 cm-LS-Exp-5,60,NA,Sand,Plant,31,9.9,0,11,0.00034375,6400,0.6,290,3300,1,300
NK-20 cm-LS-Ctr-1,20,NA,Sand,No Plant,31,9.9,2.403611607,11,0.494346154,2600,61.9,290,3300,1,300
NK-20 cm-LS-Ctr-2,20,NA,Sand,No Plant,31,9.9,0,11,0.043076923,2600,0.1,290,3300,1,300
NK-20 cm-LS-Ctr-3,20,NA,Sand,No Plant,31,9.9,0,11,0.245692308,2600,0.4,290,3300,1,300
NK-20 cm-LS-Ctr-4,20,NA,Sand,No Plant,31,9.9,0,11,0.045807692,2600,0,290,3300,1,300
NK-20 cm-LS-Exp-1,20,NA,Sand,Plant,31,9.9,0,11,0.247346154,2600,0.4,290,3300,1,300
NK-20 cm-LS-Exp-2,20,NA,Sand,Plant,31,9.9,0,11,0.245115385,2600,0.4,290,3300,1,300
NK-20 cm-LS-Exp-3,20,NA,Sand,Plant,31,9.9,0,11,0.215192308,2600,0.5,290,3300,1,300
NK-20 cm-LS-Exp-4,20,NA,Sand,Plant,31,9.9,0,11,0.155038462,2600,0.4,290,3300,1,300
KF-60 cm-LS/SS-1,60,NS,Clay,Plant,31,9.9,0,11,0.03975,6800,0.8,290,3300,1,300
KF-60 cm-LS/SS-2,60,NS,Clay,Plant,31,9.9,0,11,0.075647059,6800,0.5,290,3300,1,300
KF-60 cm-LS/SS-3,60,NS,Clay,Plant,31,9.9,0,11,0.002235294,6800,0.4,290,3300,1,300
KF-60 cm-LS/SS-4,60,NS,Clay,Plant,31,9.9,0,11,0.000220588,6800,0.4,290,3300,1,300
KF-60 cm-LS/SS-5,60,NS,Clay,Plant,31,9.9,0,11,0.002205882,6800,0.4,290,3300,1,300
KF-60 cm-LS-Ctr-1,60,S,Clay,No Plant,33,18.9,9.308480014,12,0.521764706,6800,2840.5,290,6300,2,3000
KF-60 cm-LS-Ctr-2,60,S,Clay,No Plant,33,18.9,2.542004527,12,0.335470588,6800,2194.6,290,6300,2,3000
KF-60 cm-LS-Ctr-3,60,S,Clay,No Plant,33,18.9,1.40305887,12,0.407102941,6800,2532.4,290,6300,2,3000
KF-60 cm-LS-Ctr-5,60,S,Clay,No Plant,33,18.9,27.76748632,12,0.56275,6800,3018.5,290,6300,2,3000
KF-60 cm-LS-Exp-2,60,S,Clay,Plant,33,18.9,5.240248753,12,0.328338235,6800,1876.9,290,6300,2,3000
KF-60 cm-LS-Exp-3,60,S,Clay,Plant,33,18.9,18.06080383,12,0.449558824,6800,2523,290,6300,2,3000
KF-60 cm-LS-Exp-4,60,S,Clay,Plant,33,18.9,0.873843585,12,0.268882353,6800,1544.2,290,6300,2,3000
KF-60 cm-LS-Exp-5,60,S,Clay,Plant,33,18.9,17.48166216,12,0.339970588,6800,1891.2,290,6300,2,3000
KF-20 cm-LS-Ctr-1,20,S,Clay,No Plant,33,18.9,36.96095106,12,1.460724138,2900,3217.9,290,6300,2,3000
KF-20 cm-LS-Ctr-2,20,S,Clay,No Plant,33,18.9,32.61342211,12,1.289827586,2900,2959.8,290,6300,2,3000
KF-20 cm-LS-Ctr-3,20,S,Clay,No Plant,33,18.9,26.60940075,12,1.333517241,2900,2623.9,290,6300,2,3000
KF-20 cm-LS-Ctr-4,20,S,Clay,No Plant,33,18.9,70.27395785,12,0.798172414,2900,2136.7,290,6300,2,3000
KF-20 cm-LS-Ctr-5,20,S,Clay,No Plant,33,18.9,33.28375854,12,1.377793103,2900,3025.1,290,6300,2,3000
KF-20 cm-LS-Exp-1,20,S,Clay,Plant,33,18.9,27.58230602,12,1.07437931,2900,2759.2,290,6300,2,3000
KF-20 cm-LS-Exp-2,20,S,Clay,Plant,33,18.9,16.99230888,12,0.695758621,2900,1770.1,290,6300,2,3000
KF-20 cm-LS-Exp-3,20,S,Clay,Plant,33,18.9,36.40116905,12,0.752034483,2900,1725.9,290,6300,2,3000
KF-20 cm-LS-Exp-4,20,S,Clay,Plant,33,18.9,25.86399895,12,1.307896552,2900,2751.2,290,6300,2,3000
KF-20 cm-LS-Exp-5,20,S,Clay,Plant,33,18.9,8.196123673,12,1.316793103,2900,3100.3,290,6300,2,3000
NK-60 cm-LS-Ctr-2,60,NA,Sand,No Plant,33,18.9,0.135189803,12,0.440859375,6400,2817.3,290,6300,2,3000
NK-60 cm-LS-Ctr-3,60,NA,Sand,No Plant,33,18.9,0.012442056,12,0.357453125,6400,2287.2,290,6300,2,3000
NK-60 cm-LS-Ctr-4,60,NA,Sand,No Plant,33,18.9,0.065390459,12,0.39840625,6400,2535.9,290,6300,2,3000
NK-60 cm-LS-Ctr-5,60,NA,Sand,No Plant,33,18.9,0.069280713,12,0.2914375,6400,1269.5,290,6300,2,3000
NK-60 cm-LS-Exp-2,60,NA,Sand,Plant,33,18.9,0.105480549,12,0.20959375,6400,1225.5,290,6300,2,3000
NK-60 cm-LS-Exp-3,60,NA,Sand,Plant,33,18.9,0.060722154,12,0.329421875,6400,1444.5,290,6300,2,3000
NK-60 cm-LS-Exp-4,60,NA,Sand,Plant,33,18.9,0.263158681,12,0.2371875,6400,1340.5,290,6300,2,3000
NK-60 cm-LS-Exp-5,60,NA,Sand,Plant,33,18.9,0.307917076,12,0.289015625,6400,1847.5,290,6300,2,3000
NK-20 cm-LS-Ctr-1,20,NA,Sand,No Plant,33,18.9,109.7206333,12,1.706115385,2600,3014,290,6300,2,3000
NK-20 cm-LS-Ctr-2,20,NA,Sand,No Plant,33,18.9,83.71149493,12,0.780576923,2600,1917.5,290,6300,2,3000
NK-20 cm-LS-Ctr-3,20,NA,Sand,No Plant,33,18.9,35.08779071,12,0.989423077,2600,1924.2,290,6300,2,3000
NK-20 cm-LS-Ctr-4,20,NA,Sand,No Plant,33,18.9,17.47271782,12,0.806769231,2600,1978.5,290,6300,2,3000
NK-20 cm-LS-Exp-1,20,NA,Sand,Plant,33,18.9,58.84057398,12,0.717615385,2600,1217.4,290,6300,2,3000
NK-20 cm-LS-Exp-2,20,NA,Sand,Plant,33,18.9,82.57305469,12,0.961192308,2600,1798.5,290,6300,2,3000
NK-20 cm-LS-Exp-3,20,NA,Sand,Plant,33,18.9,94.74535786,12,0.847538462,2600,1642.1,290,6300,2,3000
NK-20 cm-LS-Exp-4,20,NA,Sand,Plant,33,18.9,2.236249368,12,0.369961538,2600,950,290,6300,2,3000
KF-60 cm-LS/SS-1,60,NS,Clay,Plant,33,18.9,0.784493653,12,0.236323529,6800,1333.3,290,6300,2,3000
KF-60 cm-LS/SS-2,60,NS,Clay,Plant,33,18.9,0.079918998,12,0.279,6800,1378.8,290,6300,2,3000
KF-60 cm-LS/SS-3,60,NS,Clay,Plant,33,18.9,1.255823128,12,0.192308824,6800,1292.4,290,6300,2,3000
KF-60 cm-LS/SS-4,60,NS,Clay,Plant,33,18.9,6.970216428,12,0.199073529,6800,1352.1,290,6300,2,3000
KF-60 cm-LS/SS-5,60,NS,Clay,Plant,33,18.9,4.497695853,12,0.044397059,6800,286.8,290,6300,2,3000
